domain,type,org,city,state
cityofmonongahela-pa.gov,City,City of Monongahela,Monongahela,PA
susqco.gov,County,Susquehanna County,Montrose,PA
mtcarmelboro.gov,City,Mount Carmel Borough,Mount Carmel,PA
mjbapa.gov,City,Mount Joy Borough Authority,Mount Joy,PA
mountpocono-pa.gov,City,Mount Pocono Borough,Mount Pocono,PA
mtwolfpa.gov,City,Mount Wolf Borough,Mount Wolf,PA
ricetwppa.gov,City,Rice Township,Mountain Top,PA
wrighttownshippa.gov,City,Wright Township,Mountain Top,PA
jacksontownship-pa.gov,City,Jackson Township,Myerstown,PA
cityofnanticoke-pa.gov,City,City of Nanticoke,Nanticoke,PA
narberthpa.gov,City,Narberth Borough,Narberth,PA
harrisontwp-pa.gov,City,Harrison Township,Natrona Heights,PA
nazarethboroughpa.gov,City,Borough of Nazareth,Nazareth,PA
daughertytownship-pa.gov,City,Daugherty Township,New Brighton,PA
lawrencecountypa.gov,County,Lawrence County Government Center,New Castle,PA
newcastlepa.gov,City,City of New Castle,New Castle,PA
newtownpa.gov,City,Newtown Township,Newtown,PA
montgomerycountypa.gov,County,Montgomery County PA,Norristown,PA
norristown.gov,City,Municipality of Norristown,Norristown,PA
norrypapolice.gov,City,Northumberland Police Department,Northumberland,PA
northfayettepa.gov,City,North Fayette Township,Oakdale,PA
northfayettepapolice.gov,City,North Fayette Township,Oakdale,PA
northfayettetransportationpa.gov,Special district,North Fayette Transportation and Business Improvement Authority,Oakdale,PA
orwigsburg.gov,City,Borough of Orwigsburg,Orwigsburg,PA
palmerpa.gov,City,Palmer Township,Palmer,PA
palmerpdpa.gov,City,Palmer Township Police Department,Palmer,PA
parkesburg.gov,City,Parkesburg Borough,Parkesburg,PA
parkesburgpolice.gov,City,Parkesburg Borough Police,Parkesburg,PA
penbrookpa.gov,City,Borough of Penbrook,Penbrook,PA
phila.gov,City,Office of Innovation and Technology,Philadelphia,PA
upperprovmcpa.gov,City,Upper Providence Township,Phoenixville,PA
plumstead.gov,City,Plumstead Township,Pipersville,PA
brentwoodpa.gov,City,Borough of Brentwood,Pittsburgh,PA
craftonborough.gov,City,Crafton Borough,Pittsburgh,PA
foresthillspa.gov,County,Borough of Forest Hills PA,Pittsburgh,PA
hacp.gov,City,Housing Authority City of Pittsburgh,Pittsburgh,PA
pennhillspa.gov,City,Municipality of Penn Hills,Pittsburgh,PA
pittsburghpa.gov,City,City of Pittsburgh,Pittsburgh,PA
westviewpa.gov,City,Borough of West View,Pittsburgh,PA
whitehallboro.gov,County,Whitehall Borough,Pittsburgh,PA
whitehallboropd.gov,City,Whitehall Borough Police Department,Pittsburgh,PA
pittstoncity.gov,City,City of Pittston,Pittston,PA
plymouthboroughpa.gov,City,Plymouth Borough,Plymouth,PA
plymouthtownshippa.gov,City,Plymouth Township,Plymouth Twp,PA
tobyhannatownshippa.gov,City,Tobyhanna Township,Pocono Pines,PA
portmatilda.gov,City,Port Matilda Borough,Port Matlilda,PA
portageboropa.gov,County,Portage Borough,Portage,PA
eastcoventry-pa.gov,City,East Coventry Township,Pottstown,PA
pottstown.gov,City,Pottstown Borough,Pottstown,PA
pottsvillepa.gov,City,City of Pottsville,Pottsville,PA
schuylkillcountypa.gov,County,County of Schuylkill,Pottsville,PA
haycocktownship.gov,City,Haycock Township,Quakertown,PA
ransomtownshippa.gov,City,Ransom Township,Ransom Township,PA
berkspa.gov,County,County of Berks,Reading,PA
mtpenn.gov,City,Borough of Mount Penn,Reading,PA
muhlenbergtwppa.gov,City,Muhlenberg Township,Reading,PA
readingpa.gov,City,City of Reading,Reading,PA
jacksontwp-pa.gov,City,Jackson Township,Reeders,PA
renovopolice.gov,City,Renovo Police Department,Renovo,PA
reynoldsvilleborough.gov,City,Borough of Reynoldsville,Reynoldsville,PA
countyofelkpa.gov,County,County of Elk,Ridgway,PA
ringgoldtownship.gov,City,Ringgold Township,Ringgold,PA
sadsburytwpchesco.gov,City,Sadsbury Township,Sadsburyville,PA
rosstwpmcpa.gov,City,ROSS TOWNSHIP SUPERVISORS,SAYLORSBURG,PA
athentwpbcpapd.gov,City,Athens Township Police Department in Bradford County,Sayre,PA
sayreboroughpa.gov,City,Sayre Borough Police Department,Sayre,PA
lackcopa.gov,County,Lackawanna County,Scranton,PA
scrantonpa.gov,City,City of Scranton,Scranton,PA
sevenfields.gov,City,Borough of Seven Fields,Seven Fields,PA
sevenspringsborough-pa.gov,City,Seven Springs Borough,Seven Springs,PA
uniontwpluzernecopa.gov,City,Union Township,Shickshinny,PA
shippensburgpdpa.gov,City,Borough of Shippensburg,Shippensburg,PA
slipperyrockboroughpa.gov,City,Borough of Slippery Rock,Slippery Rock,PA
mckeancountypa.gov,County,McKean County Courthouse,Smethport,PA
springcitypa.gov,City,Spring City Borough,Spring City,PA
jeffersonboroughycpa.gov,County,Jefferson Borough,Spring Grove,PA
springgrovepa.gov,City,Spring Grove Borough,Spring Grove,PA
lowergwyneddpd.gov,City,Lower Gwynedd Township Police Department,Spring House,PA
springdaleborough.gov,City,Borough of Springdale,Springdale,PA
stclairpa.gov,City,Borough of St Clair,St Clair,PA
stmaryspa.gov,City,City of St. Marys,St. Marys,PA
statecollegepa.gov,City,City of State College,State College,PA
sctfpa.gov,Special district,South Central Task Force,Steelton,PA
monroecountypa.gov,County,Monroe County,Stroudsburg,PA
northumberlandcountypa.gov,County,County of Northumberland,Sunbury,PA
poconopa.gov,City,Pocono Township,Tannersville,PA
tatamypa.gov,City,Tatamy Borough,Tatamy,PA
forestcountypa.gov,County,Forest County,Tionesta,PA
cityoftitusvillepa.gov,City,City of Titusville Pennsylvania,Titusville,PA
titusvillepapd.gov,City,City of Titusville,Titusville,PA
bradfordcountypa.gov,County,Bradford County,Towanda,PA
traffordpa.gov,City,Trafford Borough,Trafford,PA
pymatuningpolice.gov,City,Pymatuning Township Police,Transfer,PA
lemontownshippa.gov,City,Lemon Township,Tunkhannock,PA
tunkhannockboroughpolice.gov,City,Tunkhannock Borough Police,Tunkhannock,PA
tunktwppolice.gov,City,Tunkhannock Township Police,Tunkhannock,PA
wyomingcountypa.gov,County,Wyoming County,Tunkhannock,PA
fayettecorecorderpa.gov,County,Fayette County Recorder of Deeds,Uniontown,PA
fayettecountyboipa.gov,County,Fayette County Bureau of Investigations,Uniontown,PA
pa-laurelhighlandssd.gov,School district,Laurel Highlands School District,Uniontown,PA
parkstwp.gov,City,PARKS TOWNSHIP,VANDERGRIFT,PA
venangotwpcrawfordcounty.gov,City,Venango Township,VENANGO,PA
cityofwarrenpa.gov,City,City of Warren,Warren,PA
warrencountypa.gov,County,Warren County,Warren,PA
washcopa.gov,County,County of Washington,Washington,PA
washingtoncopa.gov,County,Washington County,Washington,PA
washingtonpa.gov,City,Washington Police Department,Washington,PA
waverlypa.gov,City,Waverly Township,Waverly,PA
waynesboropa.gov,City,Borough of Waynesboro PA,Waynesboro,PA
greenecountypa.gov,County,County of Greene,Waynesburg,PA
waynesburgpa.gov,City,Waynesburg Borough,Waynesburg,PA
weatherlypa.gov,City,WEATHERLY BOROUGH,Weatherly,PA
wellsboropa.gov,City,Borough of Wellsboro,Wellsboro,PA
westhomesteadpa.gov,City,West Homestead Borough,West Homestead,PA
westmifflin.gov,City,Borough of West Mifflin,West Mifflin,PA
westreadingpd.gov,City,West Reading Police Department,West Reading,PA
whitaker.gov,County,Whitaker Borough,Whitaker,PA
whiteoakpa.gov,County,White Oak Borough,White Oak,PA
whitehalltwppa.gov,City,Whitehall Township,WHITEHALL,PA
whitehalltwppapd.gov,City,Whitehall Township Police Department,Whitehall,PA
wvsa-pa.gov,Special district,Wyoming Valley Sanitary Authority,Wilkes-Barre,PA
wilkes-barretownship.gov,City,Wilkes-Barre Township,Wilkes-Barre Township,PA
wilkinsburgpa.gov,City,Borough of Wilkinsburg,Wilkinsburg,PA
lycomingcountypa.gov,County,County of Lycoming,Williamsport,PA
windgap-pa.gov,City,Wind Gap Borough,Wind Gap,PA
richhilltwp-pa.gov,City,Richhill Township,Wind Ridge,PA
yeadonboroughpa.gov,County,Yeadon Borough,Yeadon,PA
cityofyorkpa.gov,City,City of York,York,PA
hellamtownship.gov,City,Hellam Township,York,PA
westyorkpa.gov,City,West York Borough,York,PA
yorkcountypa.gov,County,County of York,York,PA
arroyopr.gov,City,Municipal Government of Arroyo,Arroyo,PR
bayamonpr.gov,City,Municipio de Bayamon,Bayamon,PR
clnepr.gov,Special district,Conexion Laboral Area Local Noreste,Fajardo,PR
mayaguezpr.gov,City,Mayaguez Municipality,Mayaguez,PR
penuelaspr.gov,City,Municipality of Penuelas,Penuelas,PR
bristolri.gov,City,Town of Bristol,Bristol,RI
centralfallsri.gov,City,City of Central Falls RI,Central Falls,RI
charlestownpoliceri.gov,City,Charlestown Police Department,Charlestown,RI
charlestownri.gov,City,Town of Charlestown,Charlestown,RI
charlestownrifd.gov,Special district,Charlestown Fire District,Charlestown,RI
glocesterri.gov,City,Town of Glocester,Chepachet,RI
coventryfdri.gov,Special district,Coventry Fire District,Coventry,RI
coventrypdri.gov,City,Coventry Police Dept,Coventry,RI
coventryri.gov,City,"Town of Coventry, RI",Coventry,RI
cranstonfireri.gov,City,Cranston Fire Dept.,Cranston,RI
cranstonpoliceri.gov,City,Cranston Police Department,Cranston,RI
cranstonri.gov,City,City of Cranston,Cranston,RI
cumberlandri.gov,City,Town of Cumberland,Cumberland,RI
eastprovidencefireri.gov,City,City of East Providence,East Providence,RI
eastprovidenceri.gov,City,City of East Providence,East Providence,RI
eppdri.gov,City,City of East Providence,East Providence,RI
exeterri.gov,City,Town of Exeter,Exeter,RI
townoffosterri.gov,City,Town of Foster,Foster,RI
smithfieldfireri.gov,City,Smithfield Fire Department,Greenville,RI
burrillvilleri.gov,City,Town of Burrillville,Harrisville,RI
hopkintonpolice-ri.gov,City,Town of Hopkinton,Hopkinton,RI
hopkintonpoliceri.gov,City,Town of Hopkinton - Police Department,Hopkinton,RI
hopkintonri.gov,City,"Town of Hopkinton, Rhode Island",Hopkinton,RI
jamestownri.gov,City,Town of Jamestown,Jamestown,RI
johnstonri.gov,City,Town of Johnston,Johnston,RI
lincolnpoliceri.gov,City,Lincoln Police Department,Lincoln,RI
lincolnri.gov,City,Town of Lincoln,Lincoln,RI
littlecompton.gov,City,Town of Little Compton,Little Compton,RI
middletownri.gov,City,"Town of Middletown, Rhode Island",Middletown,RI
narragansettri.gov,City,Town of Narragansett,Narragansett,RI
newshorehamri.gov,City,Town of New Shoreham,New Shoreham,RI
newportri.gov,City,City of Newport,Newport,RI
northkingstownri.gov,City,Town Of North Kingstown,North Kingstown,RI
northprovidenceri.gov,City,Town of North Providence,North Providence,RI
nsmithfieldri.gov,City,Town of North Smithfield,North Smithfield,RI
pawtucketri.gov,City,City of Pawtucket,Pawtucket,RI
portsmouthri.gov,City,"Town of Portsmouth, RI",Portsmouth,RI
providenceri.gov,City,City of Providence,Providence,RI
richmondri.gov,City,"Town of Richmond, Rhode Island",Richmond,RI
scituateri.gov,City,Town of Scituate RI,Scituate,RI
smithfieldpoliceri.gov,City,Smithfield Police Department,Smithfield,RI
smithfieldri.gov,City,Town of Smithfeld,Smithfield,RI
unionfiredistrictri.gov,Special district,The Union Fire District of South Kingstown,South Kingstown,RI
southkingstownri.gov,City,Town of South Kingstown,Wakefield,RI
townofwarren-ri.gov,City,Town of Warren,Warren,RI
warrenri.gov,City,Warren Police Department,Warren,RI
warwickri.gov,City,City of Warwick,Warwick,RI
ewgri.gov,Special district,Exeter-West Greenwich Regional School District,West Greenwich,RI
westwarwickri.gov,City,Town of West Warwick,West Warwick,RI
westerlyri.gov,City,Town of Westerly,Westerly,RI
woonsocketri.gov,City,City of Woonsocket,Woonsocket,RI
abbevillecountysc.gov,County,Abbeville County,Abbeville,SC
aikencountysc.gov,County,Aiken County Government,Aiken,SC
cityofaikensc.gov,City,City of Aiken,Aiken,SC
allendalecounty.gov,County,Allendale County,Allendale,SC
andersoncountysc.gov,County,Anderson County South Carolina,Anderson,SC
townofaynor.gov,City,Town of Aynor,Aynor,SC
bambergcountysc.gov,County,Bamberg County Government,Bamberg,SC
cityofbambergsc.gov,City,City of Bamberg,Bamberg,SC
barnwellcountysc.gov,County,Barnwell County,Barnwell,SC
beaufortcountysc.gov,County,County Council of Beaufort County,Beaufort,SC
townofblythewoodsc.gov,City,Town of Blythewood,Blythewood,SC
brunson.gov,City,Town of Brunson,Brunson,SC
calhounfalls.gov,City,Town of Calhoun Falls,Calhoun Falls,SC
townofcameronsc.gov,City,"Town of Cameron, SC",Cameron,SC
caycesc.gov,City,City of Cayce   ATT:Jamie Beckham,Cayce,SC
cityofcayce-sc.gov,City,City of Cayce,Cayce,SC
chapinsc.gov,City,Town of Chapin,Chapin,SC
charleston-sc.gov,City,City of Charleston,Charleston,SC
charlestoncountyschools.gov,School district,Charleston County School District,Charleston,SC
chestercountysc.gov,County,County of Chester,Chester,SC
chesterfiredistrictsc.gov,Special district,Chester Fire District,Chester,SC
cityofclemson.gov,City,City of Clemson,Clemson,SC
columbiasc.gov,City,"City of Columbia, SC",Columbia,SC
richlandcountysc.gov,County,Richland County Gov,Columbia,SC
conwaysc.gov,City,City of Conway,Conway,SC
horrycountysc.gov,County,Horry County Government,Conway,SC
visitconwaysc.gov,City,City of Conway,Conway,SC
cowardpolicesc.gov,City,Coward Police Department,Coward,SC
cityofdillonsc.gov,City,City of Dillon,Dillon,SC
duewestsc.gov,City,Town Of Due West,Due West,SC
duncansc.gov,City,Town of Duncan,Duncan,SC
townofeutawville.gov,City,Town of Eutawville,Eutawville,SC
fairfaxsc.gov,City,Town of Fairfax South Carolina,Fairfax,SC
cityofflorencesc.gov,City,City of Florence SC,Florence,SC
florencecountysc.gov,County,Florence County,Florence,SC
follybeach.gov,City,City of Folly Beach,Folly Beach,SC
fortmillsc.gov,City,Town of Fort Mill,Fort Mill,SC
cherokeecountysc.gov,County,Cherokee County,Gaffney,SC
cityofgaffney-sc.gov,City,City of Gaffney,Gaffney,SC
georgetownsc.gov,City,City of Georgetown,Georgetown,SC
gtcountysc.gov,County,Georgetown County Gov,Georgetown,SC
giffordpdsc.gov,City,Gifford Police Department,Gifford,SC
goosecreeksc.gov,City,City of Goose Creek,Goose Creek,SC
greatfallssc.gov,City,"Town of Great Falls, SC",Great Falls,SC
ggsc.gov,County,County of Greenville,Greenville,SC
greenvillecountysc.gov,County,County of Greenville,Greenville,SC
greenvillesc.gov,City,City of Greenville,Greenville,SC
gmdsc.gov,Special district,Greenwood Metropolitan District,Greenwood,SC
greenwoodcounty-sc.gov,County,Greenwood County,Greenwood,SC
greenwoodsc.gov,County,Greenwood County,Greenwood,SC
cityofgreersc.gov,City,City of Greer,Greer,SC
hamptonsc.gov,City,Town of Hampton,Hampton,SC
hardeevillepolicesc.gov,City,Hardeeville Police Department,Hardeeville,SC
hardeevillesc.gov,City,City of Hardeeville,Hardeeville,SC
harleyvillesc.gov,City,Town of Harleyville,Harleyville,SC
hartsvillesc.gov,City,City of Hartsville,Hartsville,SC
heathsprings.gov,City,Town of Heath Springs,Heath Springs,SC
hiltonheadislandsc.gov,City,Town of Hilton Head Island,Hilton Head Island,SC
isleofpalms.gov,City,City of Isle of Palms,Isle of Palms,SC
jackson-sc.gov,City,Town of Jackson,Jackson,SC
jamestownsc.gov,City,Town of Jamestown,Jamestown,SC
kiawahisland.gov,City,The Town of Kiawah Island,Johns Island,SC
townofjohnstonsc.gov,City,Town of Johnston,Johnston,SC
townofkershawsc.gov,City,Town of Kershaw,KERSHAW,SC
lakecitysc.gov,City,City of Lake City,Lake City,SC
lancastercountysc.gov,County,Lancaster County Government,Lancaster,SC
laurenscountysc.gov,County,Laurens County Government,Laurens,SC
laurenscountysheriffsc.gov,County,Laurens County Sheriff's Office,Laurens,SC
lexsc.gov,City,Town of Lexington,Lexington,SC
lincolnvillesc.gov,City,Town of Lincolnville,Lincolnville,SC
lymansc.gov,City,Town of Lyman,Lyman,SC
clarendoncountysc.gov,County,Clarendon County Government,Manning,SC
clarendoncountysheriff.gov,County,Clarendon County Sheriff's Office,Manning,SC
marionsc.gov,City,City of Marion,Marion,SC
berkeleycountysc.gov,County,Berkeley County Government,Moncks Corner,SC
monckscornersc.gov,City,Town of Moncks Corner,Moncks Corner,SC
myrtlebeach.gov,City,City of Myrtle Beach,Myrtle Beach,SC
newberrycounty.gov,County,Newberry County,Newberry,SC
ninetysixsc.gov,City,Town of Ninety Six,Ninety SIX,SC
townofnorth-sc.gov,City,Town of North,North,SC
northaugustasc.gov,City,City of North Augusta,North Augusta,SC
charlestoncounty.gov,County,Charleston County Government,North Charleston,SC
northcharlestonsc.gov,City,City of North Charleston,North Charleston,SC
pamplicosc.gov,City,Town of Pamplico,PAMPLICO,SC
pelzersc.gov,City,"Town of Pelzer, SC",Pelzer,SC
townofperrysc.gov,City,Town of Perry,Perry,SC
cityofpickens.gov,City,City Of Pickens SC,Pickens,SC
pickenscountysc.gov,County,Pickens County Government,Pickens,SC
townofravenel.gov,City,Town of Ravenel,Ravenel,SC
reidvillesc.gov,City,Town of Reidville,Reidville,SC
ridgespringsc.gov,City,Town of Ridge Spring,Ridge Spring,SC
jaspercountysc.gov,County,Jasper County,Ridgeland,SC
ridgelandsc.gov,City,Town of Ridgeland,Ridgeland,SC
ridgevillesc.gov,City,Town of Ridgeville,RIDGEVILLE,SC
cityofrockhillsc.gov,City,City of Rock Hill,Rock Hill,SC
townofsaluda.gov,City,Town Of Saluda South Carolina,Saluda,SC
corinth-shilohfd.gov,Special district,Corinth-Shiloh Fire Tax District,Seneca,SC
sharonsc.gov,City,Town of Sharon,Sharon,SC
silverstreetsc.gov,City,"Town of Silverstreet, SC",Silverstreet,SC
